pct,sample_size,pollster,answer,pollscore,end_date,candidate_dummy
48.1,1173,AtlasIntel,Trump,-0.8,2024-09-25,0
49,1200,AtlasIntel,Harris,-0.8,2024-09-25,1
49.3,1200,AtlasIntel,Trump,-0.8,2024-09-25,0
49,1200,AtlasIntel,Harris,-0.8,2024-09-25,1
49.6,1200,AtlasIntel,Trump,-0.8,2024-09-25,0
49,977,Morning Consult,Harris,-0.3,2024-09-25,1
46,977,Morning Consult,Trump,-0.3,2024-09-25,0
50,977,Morning Consult,Harris,-0.3,2024-09-25,1
47,977,Morning Consult,Trump,-0.3,2024-09-25,0
49,926,Morning Consult,Harris,-0.3,2024-09-25,1
46,926,Morning Consult,Trump,-0.3,2024-09-25,0
50,926,Morning Consult,Harris,-0.3,2024-09-25,1
47,926,Morning Consult,Trump,-0.3,2024-09-25,0
48,989,Morning Consult,Harris,-0.3,2024-09-25,1
47,989,Morning Consult,Trump,-0.3,2024-09-25,0
48,989,Morning Consult,Harris,-0.3,2024-09-25,1
47,989,Morning Consult,Trump,-0.3,2024-09-25,0
48,913,Morning Consult,Harris,-0.3,2024-09-25,1
48,913,Morning Consult,Trump,-0.3,2024-09-25,0
49,913,Morning Consult,Harris,-0.3,2024-09-25,1
49,913,Morning Consult,Trump,-0.3,2024-09-25,0
49,894,Morning Consult,Harris,-0.3,2024-09-25,1
45,894,Morning Consult,Trump,-0.3,2024-09-25,0
49,894,Morning Consult,Harris,-0.3,2024-09-25,1
47,894,Morning Consult,Trump,-0.3,2024-09-25,0
50,800,Morning Consult,Harris,-0.3,2024-09-25,1
46,800,Morning Consult,Trump,-0.3,2024-09-25,0
50,800,Morning Consult,Harris,-0.3,2024-09-25,1
47,800,Morning Consult,Trump,-0.3,2024-09-25,0
46,574,Morning Consult,Harris,-0.3,2024-09-25,1
44,574,Morning Consult,Trump,-0.3,2024-09-25,0
49,574,Morning Consult,Harris,-0.3,2024-09-25,1
45,574,Morning Consult,Trump,-0.3,2024-09-25,0
50,516,Morning Consult,Harris,-0.3,2024-09-25,1
44,516,Morning Consult,Trump,-0.3,2024-09-25,0
52,516,Morning Consult,Harris,-0.3,2024-09-25,1
45,516,Morning Consult,Trump,-0.3,2024-09-25,0
48,889,Morning Consult,Harris,-0.3,2024-09-25,1
46,889,Morning Consult,Trump,-0.3,2024-09-25,0
50,889,Morning Consult,Harris,-0.3,2024-09-25,1
47,889,Morning Consult,Trump,-0.3,2024-09-25,0
49,828,Morning Consult,Harris,-0.3,2024-09-25,1
47,828,Morning Consult,Trump,-0.3,2024-09-25,0
50,828,Morning Consult,Harris,-0.3,2024-09-25,1
48,828,Morning Consult,Trump,-0.3,2024-09-25,0
50,993,Morning Consult,Harris,-0.3,2024-09-25,1
44,993,Morning Consult,Trump,-0.3,2024-09-25,0
49,993,Morning Consult,Harris,-0.3,2024-09-25,1
46,993,Morning Consult,Trump,-0.3,2024-09-25,0
51,924,Morning Consult,Harris,-0.3,2024-09-25,1
45,924,Morning Consult,Trump,-0.3,2024-09-25,0
51,924,Morning Consult,Harris,-0.3,2024-09-25,1
46,924,Morning Consult,Trump,-0.3,2024-09-25,0
49,849,Morning Consult,Harris,-0.3,2024-09-25,1
47,849,Morning Consult,Trump,-0.3,2024-09-25,0
50,849,Morning Consult,Harris,-0.3,2024-09-25,1
48,849,Morning Consult,Trump,-0.3,2024-09-25,0
50,785,Morning Consult,Harris,-0.3,2024-09-25,1
47,785,Morning Consult,Trump,-0.3,2024-09-25,0
51,785,Morning Consult,Harris,-0.3,2024-09-25,1
48,785,Morning Consult,Trump,-0.3,2024-09-25,0
43,832,Virginia Commonwealth U.,Harris,-0.1,2024-09-25,1
37,832,Virginia Commonwealth U.,Trump,-0.1,2024-09-25,0
47.4,762,Virginia Commonwealth U.,Harris,-0.1,2024-09-25,1
36.6,762,Virginia Commonwealth U.,Trump,-0.1,2024-09-25,0
46.7,950,Emerson,Harris,-1.1,2024-09-24,1
52.3,950,Emerson,Trump,-1.1,2024-09-24,0
52.7,860,Emerson,Harris,-1.1,2024-09-24,1
46.2,860,Emerson,Trump,-1.1,2024-09-24,0
51,11167,Morning Consult,Harris,-0.3,2024-09-24,1
45,11167,Morning Consult,Trump,-0.3,2024-09-24,0
47,1424,YouGov,Harris,-1.1,2024-09-24,1
44,1424,YouGov,Trump,-1.1,2024-09-24,0
49,1220,YouGov,Harris,-1.1,2024-09-24,1
46,1220,YouGov,Trump,-1.1,2024-09-24,0
49,1441,YouGov,Harris,-1.1,2024-09-24,1
51,1441,YouGov,Trump,-1.1,2024-09-24,0
47,1021,Beacon/Shaw,Harris,-1.1,2024-09-24,1
49,1021,Beacon/Shaw,Trump,-1.1,2024-09-24,0
47,764,Beacon/Shaw,Harris,-1.1,2024-09-24,1
50,764,Beacon/Shaw,Trump,-1.1,2024-09-24,0
48,1021,Beacon/Shaw,Harris,-1.1,2024-09-24,1
50,1021,Beacon/Shaw,Trump,-1.1,2024-09-24,0
48,764,Beacon/Shaw,Harris,-1.1,2024-09-24,1
51,764,Beacon/Shaw,Trump,-1.1,2024-09-24,0
49,1006,Beacon/Shaw,Harris,-1.1,2024-09-24,1
47,1006,Beacon/Shaw,Trump,-1.1,2024-09-24,0
50,707,Beacon/Shaw,Harris,-1.1,2024-09-24,1
48,707,Beacon/Shaw,Trump,-1.1,2024-09-24,0
51,1006,Beacon/Shaw,Harris,-1.1,2024-09-24,1
48,1006,Beacon/Shaw,Trump,-1.1,2024-09-24,0
51,707,Beacon/Shaw,Harris,-1.1,2024-09-24,1
48,707,Beacon/Shaw,Trump,-1.1,2024-09-24,0
47,787,Beacon/Shaw,Harris,-1.1,2024-09-24,1
49,787,Beacon/Shaw,Trump,-1.1,2024-09-24,0
48,991,Beacon/Shaw,Harris,-1.1,2024-09-24,1
47,991,Beacon/Shaw,Trump,-1.1,2024-09-24,0
49,787,Beacon/Shaw,Harris,-1.1,2024-09-24,1
50,787,Beacon/Shaw,Trump,-1.1,2024-09-24,0
50,991,Beacon/Shaw,Harris,-1.1,2024-09-24,1
48,991,Beacon/Shaw,Trump,-1.1,2024-09-24,0
47,775,Beacon/Shaw,Harris,-1.1,2024-09-24,1
48,775,Beacon/Shaw,Trump,-1.1,2024-09-24,0
48,1021,Beacon/Shaw,Harris,-1.1,2024-09-24,1
46,1021,Beacon/Shaw,Trump,-1.1,2024-09-24,0
49,775,Beacon/Shaw,Harris,-1.1,2024-09-24,1
49,775,Beacon/Shaw,Trump,-1.1,2024-09-24,0
50,1021,Beacon/Shaw,Harris,-1.1,2024-09-24,1
48,1021,Beacon/Shaw,Trump,-1.1,2024-09-24,0
48,1416,Marist,Harris,-0.9,2024-09-24,1
50,1416,Marist,Trump,-0.9,2024-09-24,0
49,1264,Marist,Harris,-0.9,2024-09-24,1
50,1264,Marist,Trump,-0.9,2024-09-24,0
49,1507,Marist,Harris,-0.9,2024-09-24,1
48,1507,Marist,Trump,-0.9,2024-09-24,0
49,1348,Marist,Harris,-0.9,2024-09-24,1
49,1348,Marist,Trump,-0.9,2024-09-24,0
49,1420,Marist,Harris,-0.9,2024-09-24,1
48,1420,Marist,Trump,-0.9,2024-09-24,0
49,1220,Marist,Harris,-0.9,2024-09-24,1
50,1220,Marist,Trump,-0.9,2024-09-24,0
42.4,500,Suffolk,Harris,-1,2024-09-24,1
48.4,500,Suffolk,Trump,-1,2024-09-24,0
51,1000,Clarity,Harris,-0.2,2024-09-24,1
44,1000,Clarity,Trump,-0.2,2024-09-24,0
58,1000,Clarity,Harris,-0.2,2024-09-24,1
49,600,Fabrizio/Impact,Harris,-0.3,2024-09-24,1
47,600,Fabrizio/Impact,Trump,-0.3,2024-09-24,0
50,600,Fabrizio/Impact,Harris,-0.3,2024-09-24,1
47,600,Fabrizio/Impact,Trump,-0.3,2024-09-24,0
51,11157,Morning Consult,Harris,-0.3,2024-09-23,1
45,11157,Morning Consult,Trump,-0.3,2024-09-23,0
40,558,SurveyUSA,Harris,-1.3,2024-09-23,1
56,558,SurveyUSA,Trump,-1.3,2024-09-23,0
52,1011,HarrisX,Harris,-0.1,2024-09-23,1
48,1011,HarrisX,Trump,-0.1,2024-09-23,0
50,1011,HarrisX,Harris,-0.1,2024-09-23,1
46,1011,HarrisX,Trump,-0.1,2024-09-23,0
47,654,Monmouth,Harris,-0.9,2024-09-23,1
45,654,Monmouth,Trump,-0.9,2024-09-23,0
63,1012,University of Maryland/Washington Post,Harris,-0.3,2024-09-23,1
31,1012,University of Maryland/Washington Post,Trump,-0.3,2024-09-23,0
64,1012,University of Maryland/Washington Post,Harris,-0.3,2024-09-23,1
32,1012,University of Maryland/Washington Post,Trump,-0.3,2024-09-23,0
61,1012,University of Maryland/Washington Post,Harris,-0.3,2024-09-23,1
31,1012,University of Maryland/Washington Post,Trump,-0.3,2024-09-23,0
62,1012,University of Maryland/Washington Post,Harris,-0.3,2024-09-23,1
32,1012,University of Maryland/Washington Post,Trump,-0.3,2024-09-23,0
50,788,RMG Research,Harris,-0.4,2024-09-23,1
49,788,RMG Research,Trump,-0.4,2024-09-23,0
50,11057,Morning Consult,Harris,-0.3,2024-09-22,1
45,11057,Morning Consult,Trump,-0.3,2024-09-22,0
46.61,871,Ipsos,Harris,-0.9,2024-09-22,1
40.48,871,Ipsos,Trump,-0.9,2024-09-22,0
50,785,Ipsos,Harris,-0.9,2024-09-22,1
44,785,Ipsos,Trump,-0.9,2024-09-22,0
42,1029,Ipsos,Harris,-0.9,2024-09-22,1
38,1029,Ipsos,Trump,-0.9,2024-09-22,0
48,2074,CNN/SSRS,Harris,-0.6,2024-09-22,1
47,2074,CNN/SSRS,Trump,-0.6,2024-09-22,0
47,2074,CNN/SSRS,Harris,-0.6,2024-09-22,1
47,2074,CNN/SSRS,Trump,-0.6,2024-09-22,0
47,1728,Quinnipiac,Harris,-0.5,2024-09-22,1
48,1728,Quinnipiac,Trump,-0.5,2024-09-22,0
48,1728,Quinnipiac,Harris,-0.5,2024-09-22,1
48,1728,Quinnipiac,Trump,-0.5,2024-09-22,0
46,700,Susquehanna,Harris,-0.3,2024-09-22,1
46,700,Susquehanna,Trump,-0.3,2024-09-22,0
54,500,Slingshot Strategies,Harris,0.1,2024-09-21,1
37,500,Slingshot Strategies,Trump,0.1,2024-09-21,0
50,10840,Morning Consult,Harris,-0.3,2024-09-21,1
45,10840,Morning Consult,Trump,-0.3,2024-09-21,0
45,713,Siena/NYT,Harris,-1.5,2024-09-21,1
49,713,Siena/NYT,Trump,-1.5,2024-09-21,0
45,713,Siena/NYT,Harris,-1.5,2024-09-21,1
50,713,Siena/NYT,Trump,-1.5,2024-09-21,0
42,713,Siena/NYT,Harris,-1.5,2024-09-21,1
47,713,Siena/NYT,Trump,-1.5,2024-09-21,0
43,713,Siena/NYT,Harris,-1.5,2024-09-21,1
48,713,Siena/NYT,Trump,-1.5,2024-09-21,0
44,682,Siena/NYT,Harris,-1.5,2024-09-21,1
48,682,Siena/NYT,Trump,-1.5,2024-09-21,0
45,682,Siena/NYT,Harris,-1.5,2024-09-21,1
49,682,Siena/NYT,Trump,-1.5,2024-09-21,0
43,682,Siena/NYT,Harris,-1.5,2024-09-21,1
46,682,Siena/NYT,Trump,-1.5,2024-09-21,0
44,682,Siena/NYT,Harris,-1.5,2024-09-21,1
47,682,Siena/NYT,Trump,-1.5,2024-09-21,0
47,682,Siena/NYT,Harris,-1.5,2024-09-21,1
48,682,Siena/NYT,Trump,-1.5,2024-09-21,0
47,682,Siena/NYT,Harris,-1.5,2024-09-21,1
49,682,Siena/NYT,Trump,-1.5,2024-09-21,0
46,682,Siena/NYT,Harris,-1.5,2024-09-21,1
46,682,Siena/NYT,Trump,-1.5,2024-09-21,0
45,682,Siena/NYT,Harris,-1.5,2024-09-21,1
47,682,Siena/NYT,Trump,-1.5,2024-09-21,0
52,3129,YouGov,Harris,-1.1,2024-09-20,1
48,3129,YouGov,Trump,-1.1,2024-09-20,0
49,10539,Morning Consult,Harris,-0.3,2024-09-20,1
46,10539,Morning Consult,Trump,-0.3,2024-09-20,0
43,781,RMG Research,Harris,-0.4,2024-09-20,1
54,781,RMG Research,Trump,-0.4,2024-09-20,0
49,783,RMG Research,Harris,-0.4,2024-09-20,1
49,783,RMG Research,Trump,-0.4,2024-09-20,0
48,802,Meredith College,Harris,0.3,2024-09-20,1
48,802,Meredith College,Trump,0.3,2024-09-20,0
52,876,Embold Research,Harris,0.6,2024-09-20,1
38,876,Embold Research,Trump,0.6,2024-09-20,0
49,800,Remington,Harris,-0.6,2024-09-20,1
47,800,Remington,Trump,-0.6,2024-09-20,0
48,800,Remington,Harris,-0.6,2024-09-20,1
49,800,Remington,Trump,-0.6,2024-09-20,0
47,800,Remington,Harris,-0.6,2024-09-20,1
48,800,Remington,Trump,-0.6,2024-09-20,0
48,800,Remington,Harris,-0.6,2024-09-20,1
48,800,Remington,Trump,-0.6,2024-09-20,0
39,800,Remington,Harris,-0.6,2024-09-20,1
56,800,Remington,Trump,-0.6,2024-09-20,0
50,10528,Morning Consult,Harris,-0.3,2024-09-19,1
46,10528,Morning Consult,Trump,-0.3,2024-09-19,0
48,1600,Change Research,Harris,0.6,2024-09-19,1
47,1600,Change Research,Trump,0.6,2024-09-19,0
50,2969,RMG Research,Harris,-0.4,2024-09-19,1
48,2969,RMG Research,Trump,-0.4,2024-09-19,0
47,789,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
47,789,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
45,1602,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
50,1602,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
46,993,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
45,993,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
50,703,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
44,703,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
45,652,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
45,652,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
47,1086,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
47,1086,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
47,600,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
47,600,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
46,1043,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
48,1043,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
47,868,Redfield & Wilton Strategies,Harris,0.4,2024-09-19,1
48,868,Redfield & Wilton Strategies,Trump,0.4,2024-09-19,0
48,450,Muhlenberg,Harris,-1,2024-09-19,1
48,450,Muhlenberg,Trump,-1,2024-09-19,0
47,600,Tarrance,Harris,-0.4,2024-09-19,1
44,600,Tarrance,Trump,-0.4,2024-09-19,0
38,491,RMG Research,Harris,-0.4,2024-09-19,1
59,491,RMG Research,Trump,-0.4,2024-09-19,0
48,650,University of Massachusetts Lowell/YouGov,Harris,-1,2024-09-19,1
43,650,University of Massachusetts Lowell/YouGov,Trump,-1,2024-09-19,0
48,800,University of Massachusetts Lowell/YouGov,Harris,-1,2024-09-19,1
46,800,University of Massachusetts Lowell/YouGov,Trump,-1,2024-09-19,0
44.9,600,Victory Insights,Harris,0.1,2024-09-18,1
48.5,600,Victory Insights,Trump,0.1,2024-09-18,0
47.5,1046,TIPP,Harris,-0.4,2024-09-18,1
45.4,1046,TIPP,Trump,-0.4,2024-09-18,0
47.6,835,TIPP,Harris,-0.4,2024-09-18,1
47.9,835,TIPP,Trump,-0.4,2024-09-18,0
46.4,1046,TIPP,Harris,-0.4,2024-09-18,1
44.4,1046,TIPP,Trump,-0.4,2024-09-18,0
47.8,835,TIPP,Harris,-0.4,2024-09-18,1
48,835,TIPP,Trump,-0.4,2024-09-18,0
48,800,Mason-Dixon,Harris,-1.1,2024-09-18,1
43,800,Mason-Dixon,Trump,-1.1,2024-09-18,0
47.6,500,Suffolk,Harris,-1,2024-09-18,1
45.4,500,Suffolk,Trump,-1,2024-09-18,0
50,10578,Morning Consult,Harris,-0.3,2024-09-18,1
46,10578,Morning Consult,Trump,-0.3,2024-09-18,0
48.7,868,Emerson,Harris,-1.1,2024-09-18,1
49.8,868,Emerson,Trump,-1.1,2024-09-18,0
48.2,975,Emerson,Harris,-1.1,2024-09-18,1
50.3,975,Emerson,Trump,-1.1,2024-09-18,0
50,875,Emerson,Harris,-1.1,2024-09-18,1
49.1,875,Emerson,Trump,-1.1,2024-09-18,0
48.8,895,Emerson,Harris,-1.1,2024-09-18,1
49,895,Emerson,Trump,-1.1,2024-09-18,0
49.6,880,Emerson,Harris,-1.1,2024-09-18,1
49.3,880,Emerson,Trump,-1.1,2024-09-18,0
49.7,1000,Emerson,Harris,-1.1,2024-09-18,1
49.3,1000,Emerson,Trump,-1.1,2024-09-18,0
48.7,1000,Emerson,Harris,-1.1,2024-09-18,1
50.3,1000,Emerson,Trump,-1.1,2024-09-18,0
50,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
46,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
52,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
47,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
60,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
32,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
63,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
35,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
50,619,SurveyUSA,Harris,-1.3,2024-09-18,1
42,619,SurveyUSA,Trump,-1.3,2024-09-18,0
51,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
45,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
53,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
46,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
53,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
37,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
53,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
40,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
56,800,MassINC Polling Group,Harris,-0.8,2024-09-18,1
43,800,MassINC Polling Group,Trump,-0.8,2024-09-18,0
48.37,862,Morning Consult,Harris,-0.3,2024-09-18,1
47.35,862,Morning Consult,Trump,-0.3,2024-09-18,0
46.8,2948,Morning Consult,Harris,-0.3,2024-09-18,1
49.52,2948,Morning Consult,Trump,-0.3,2024-09-18,0
61.41,578,Morning Consult,Harris,-0.3,2024-09-18,1
33.04,578,Morning Consult,Trump,-0.3,2024-09-18,0
51.97,1297,Morning Consult,Harris,-0.3,2024-09-18,1
44.46,1297,Morning Consult,Trump,-0.3,2024-09-18,0
50.87,474,Morning Consult,Harris,-0.3,2024-09-18,1
46.53,474,Morning Consult,Trump,-0.3,2024-09-18,0
43.02,1488,Morning Consult,Harris,-0.3,2024-09-18,1
52.16,1488,Morning Consult,Trump,-0.3,2024-09-18,0
48.74,1756,Morning Consult,Harris,-0.3,2024-09-18,1
46.7,1756,Morning Consult,Trump,-0.3,2024-09-18,0
45.77,2716,Morning Consult,Harris,-0.3,2024-09-18,1
49.58,2716,Morning Consult,Trump,-0.3,2024-09-18,0
50.22,600,Morning Consult,Harris,-0.3,2024-09-18,1
44.3,600,Morning Consult,Trump,-0.3,2024-09-18,0
49.33,1314,Morning Consult,Harris,-0.3,2024-09-18,1
47.16,1314,Morning Consult,Trump,-0.3,2024-09-18,0
52.5,512,Morning Consult,Harris,-0.3,2024-09-18,1
42.42,512,Morning Consult,Trump,-0.3,2024-09-18,0
47.68,1347,Morning Consult,Harris,-0.3,2024-09-18,1
48.63,1347,Morning Consult,Trump,-0.3,2024-09-18,0
49.56,517,Morning Consult,Harris,-0.3,2024-09-18,1
43,517,Morning Consult,Trump,-0.3,2024-09-18,0
50.76,899,Morning Consult,Harris,-0.3,2024-09-18,1
44.44,899,Morning Consult,Trump,-0.3,2024-09-18,0
64,543,PPP,Harris,0,2024-09-17,1
33,543,PPP,Trump,0,2024-09-17,0
49,1445,YouGov,Harris,-1.1,2024-09-17,1
45,1445,YouGov,Trump,-1.1,2024-09-17,0
50,10968,Morning Consult,Harris,-0.3,2024-09-17,1
45,10968,Morning Consult,Trump,-0.3,2024-09-17,0
49,1000,Hart/POS,Harris,-0.7,2024-09-17,1
44,1000,Hart/POS,Trump,-0.7,2024-09-17,0
47,1000,Hart/POS,Harris,-0.7,2024-09-17,1
41,1000,Hart/POS,Trump,-0.7,2024-09-17,0
49,1663,Marist,Harris,-0.9,2024-09-17,1
48,1663,Marist,Trump,-0.9,2024-09-17,0
49,1476,Marist,Harris,-0.9,2024-09-17,1
49,1476,Marist,Trump,-0.9,2024-09-17,0
50,1312,Marist,Harris,-0.9,2024-09-17,1
47,1312,Marist,Trump,-0.9,2024-09-17,0
50,1194,Marist,Harris,-0.9,2024-09-17,1
49,1194,Marist,Trump,-0.9,2024-09-17,0
50,1282,Marist,Harris,-0.9,2024-09-17,1
47,1282,Marist,Trump,-0.9,2024-09-17,0
52,1138,Marist,Harris,-0.9,2024-09-17,1
47,1138,Marist,Trump,-0.9,2024-09-17,0
50,6152,Data for Progress,Harris,-1.2,2024-09-17,1
45,6152,Data for Progress,Trump,-1.2,2024-09-17,0
46,600,Fabrizio/Impact,Harris,-0.3,2024-09-17,1
48,600,Fabrizio/Impact,Trump,-0.3,2024-09-17,0
47,600,Fabrizio/Impact,Harris,-0.3,2024-09-17,1
50,600,Fabrizio/Impact,Trump,-0.3,2024-09-17,0
45.3,600,Cygnal,Harris,-1.1,2024-09-16,1
45.6,600,Cygnal,Trump,-1.1,2024-09-16,0
51,1505,HarrisX,Harris,-0.1,2024-09-16,1
49,1505,HarrisX,Trump,-0.1,2024-09-16,0
50,1505,HarrisX,Harris,-0.1,2024-09-16,1
45,1505,HarrisX,Trump,-0.1,2024-09-16,0
51,1306,HarrisX,Harris,-0.1,2024-09-16,1
49,1306,HarrisX,Trump,-0.1,2024-09-16,0
51,1247,HarrisX,Harris,-0.1,2024-09-16,1
49,1247,HarrisX,Trump,-0.1,2024-09-16,0
50,1306,HarrisX,Harris,-0.1,2024-09-16,1
46,1306,HarrisX,Trump,-0.1,2024-09-16,0
50,1247,HarrisX,Harris,-0.1,2024-09-16,1
46,1247,HarrisX,Trump,-0.1,2024-09-16,0
50,11092,Morning Consult,Harris,-0.3,2024-09-16,1
45,11092,Morning Consult,Trump,-0.3,2024-09-16,0
49,1707,Angus Reid,Harris,-0.1,2024-09-16,1
45,1707,Angus Reid,Trump,-0.1,2024-09-16,0
50,1102,Beacon/Shaw,Harris,-1.1,2024-09-16,1
48,1102,Beacon/Shaw,Trump,-1.1,2024-09-16,0
50,876,Beacon/Shaw,Harris,-1.1,2024-09-16,1
48,876,Beacon/Shaw,Trump,-1.1,2024-09-16,0
51,1331,Quinnipiac,Harris,-0.5,2024-09-16,1
45,1331,Quinnipiac,Trump,-0.5,2024-09-16,0
51,1331,Quinnipiac,Harris,-0.5,2024-09-16,1
46,1331,Quinnipiac,Trump,-0.5,2024-09-16,0
50,905,Quinnipiac,Harris,-0.5,2024-09-16,1
45,905,Quinnipiac,Trump,-0.5,2024-09-16,0
51,905,Quinnipiac,Harris,-0.5,2024-09-16,1
46,905,Quinnipiac,Trump,-0.5,2024-09-16,0
48,1075,Quinnipiac,Harris,-0.5,2024-09-16,1
47,1075,Quinnipiac,Trump,-0.5,2024-09-16,0
49,1075,Quinnipiac,Harris,-0.5,2024-09-16,1
48,1075,Quinnipiac,Trump,-0.5,2024-09-16,0
58,683,U. New Hampshire,Harris,-0.3,2024-09-16,1
38,683,U. New Hampshire,Trump,-0.3,2024-09-16,0
62,564,U. New Hampshire,Harris,-0.3,2024-09-16,1
31,564,U. New Hampshire,Trump,-0.3,2024-09-16,0
54,1695,U. New Hampshire,Harris,-0.3,2024-09-16,1
43,1695,U. New Hampshire,Trump,-0.3,2024-09-16,0
48,1003,The Washington Post,Harris,-1.2,2024-09-16,1
47,1003,The Washington Post,Trump,-1.2,2024-09-16,0
48,1003,The Washington Post,Harris,-1.2,2024-09-16,1
48,1003,The Washington Post,Trump,-1.2,2024-09-16,0
43,1000,J.L. Partners,Harris,0.2,2024-09-16,1
42,1000,J.L. Partners,Trump,0.2,2024-09-16,0
47,1000,J.L. Partners,Harris,0.2,2024-09-16,1
45,1000,J.L. Partners,Trump,0.2,2024-09-16,0
47,2437,Siena/NYT,Harris,-1.5,2024-09-16,1
47,2437,Siena/NYT,Trump,-1.5,2024-09-16,0
46,2437,Siena/NYT,Harris,-1.5,2024-09-16,1
47,2437,Siena/NYT,Trump,-1.5,2024-09-16,0
45,2437,Siena/NYT,Harris,-1.5,2024-09-16,1
46,2437,Siena/NYT,Trump,-1.5,2024-09-16,0
46,2437,Siena/NYT,Harris,-1.5,2024-09-16,1
46,2437,Siena/NYT,Trump,-1.5,2024-09-16,0
52,1003,Siena,Harris,-0.8,2024-09-16,1
40,1003,Siena,Trump,-0.8,2024-09-16,0
55,1003,Siena,Harris,-0.8,2024-09-16,1
42,1003,Siena,Trump,-0.8,2024-09-16,0
50,1082,Siena/NYT,Harris,-1.5,2024-09-16,1
46,1082,Siena/NYT,Trump,-1.5,2024-09-16,0
50,1082,Siena/NYT,Harris,-1.5,2024-09-16,1
46,1082,Siena/NYT,Trump,-1.5,2024-09-16,0
48,1082,Siena/NYT,Harris,-1.5,2024-09-16,1
45,1082,Siena/NYT,Trump,-1.5,2024-09-16,0
49,1082,Siena/NYT,Harris,-1.5,2024-09-16,1
45,1082,Siena/NYT,Trump,-1.5,2024-09-16,0
48,692,Noble Predictive Insights,Harris,-0.4,2024-09-16,1
47,692,Noble Predictive Insights,Trump,-0.4,2024-09-16,0
48,812,Noble Predictive Insights,Harris,-0.4,2024-09-16,1
45,812,Noble Predictive Insights,Trump,-0.4,2024-09-16,0
47,692,Noble Predictive Insights,Harris,-0.4,2024-09-16,1
47,692,Noble Predictive Insights,Trump,-0.4,2024-09-16,0
46,812,Noble Predictive Insights,Harris,-0.4,2024-09-16,1
43,812,Noble Predictive Insights,Trump,-0.4,2024-09-16,0
48.4,800,InsiderAdvantage,Harris,-0.3,2024-09-15,1
49.8,800,InsiderAdvantage,Trump,-0.3,2024-09-15,0
51,11022,Morning Consult,Harris,-0.3,2024-09-15,1
45,11022,Morning Consult,Trump,-0.3,2024-09-15,0
44.5,1098,Trafalgar Group,Harris,0.6,2024-09-15,1
46.2,1098,Trafalgar Group,Trump,0.6,2024-09-15,0
44.9,2027,Big Village,Harris,1.7,2024-09-15,1
39.4,2027,Big Village,Trump,1.7,2024-09-15,0
47.7,1724,Big Village,Harris,1.7,2024-09-15,1
42.5,1724,Big Village,Trump,1.7,2024-09-15,0
50.5,1568,Big Village,Harris,1.7,2024-09-15,1
43.4,1568,Big Village,Trump,1.7,2024-09-15,0
48,803,Monmouth,Harris,-0.9,2024-09-15,1
44,803,Monmouth,Trump,-0.9,2024-09-15,0
44.4,1000,U. Georgia SPIA,Harris,-0.2,2024-09-15,1
46.9,1000,U. Georgia SPIA,Trump,-0.2,2024-09-15,0
50,812,Pan Atlantic Research,Harris,-0.1,2024-09-15,1
41,812,Pan Atlantic Research,Trump,-0.1,2024-09-15,0
58,414,Pan Atlantic Research,Harris,-0.1,2024-09-15,1
32,414,Pan Atlantic Research,Trump,-0.1,2024-09-15,0
42,398,Pan Atlantic Research,Harris,-0.1,2024-09-15,1
49,398,Pan Atlantic Research,Trump,-0.1,2024-09-15,0
49,890,Franklin and Marshall College,Harris,-0.1,2024-09-15,1
46,890,Franklin and Marshall College,Trump,-0.1,2024-09-15,0
50,10868,Morning Consult,Harris,-0.3,2024-09-14,1
